stem	word_m	lang_GT_API	stopword	remove?	index
música	música	pt	False	True	
za	za			True	
då	då			True	
corpo	corpo	pt	False	True	
prend	prends	fr	False	True	
schon	schon	de	False	True	
b	b			True	
sta	sta	it	True	True	
sto	sto	bs		True	
dans	danse	fr	False	True	
aah	aah	ar	False	True	
horizont	horizonte	pt	False	True	
esquina	esquina	es	False	True	
pienso	pienso	es	False	True	
ô	ô			True	
contr	contre	fr	False	True	
croi	crois	fr	False	True	
aussi	aussi	fr	False	True	
queria	queria	pt	False	True	
steht	steht	de	False	True	
piensa	piensa	es	False	True	
jour	jour	fr	False	True	
blanco	blanco	es	False	True	
blanca	blanca	es	False	True	
euch	euch	de	True	True	
lit	lit	fr	False	True	
liv	liv	sv	False	True	
pasar	pasar	id	False	True	
parl	parle	fr	False	True	
tuve	tuve	es	True	True	
kad	kad	lt		True	
essa	essa	pt	True	True	
perro	perro	es	False	True	
3x	(3x)	ar	False	True	
pari	paris	fr	False	True	
diferent	diferente	pt	False	True	
glück	glück	de	False	True	
ka	ka			True	
ke	ke			True	
minha	minha	pt	True	True	
minä	minä	fi	True	True	
nube	nubes	es	False	True	
gleich	gleich	de	False	True	
nessuno	nessuno	it	False	True	
tener	tener	es	False	True	
croir	croire	fr	False	True	
gefühl	gefühl	de	False	True	
golp	golpe	es	False	True	
há	há			True	
quedan	quedan	es	False	True	
fino	fino	it	False	True	
finn	finns	sv	False	True	
ojo	ojos	es	False	True	
font	font	fr	False	True	
bonheur	bonheur	fr	False	True	
quel	quel	it	False	True	
piedra	piedra	es	False	True	
quer	quer	pt	False	True	
traum	traum	de	False	True	
8	8			True	
gå	gå			True	
mein	mein	de	True	True	
estrella	estrellas	es	False	True	
jetzt	jetzt	de	True	True	
jsui	j'suis	fr	False	True	
hij	hij	nl	True	True	
hin	hin	de	True	True	
foto	foto	id	False	True	
geld	geld	de	False	True	
verdad	verdad	es	False	True	
hon	hon	sv	True	True	
ser	ser	pt	False	True	
vine	vine	ro	False	True	
bara	bara	sv	False	True	
sed	sed	la		True	
laat	laat	nl	False	True	
aunqu	aunque	es	False	True	
sei	sei	de	False	True	
seh	seh	de	False	True	
fuist	fuiste	es	True	True	
dann	dann	de	True	True	
guitarra	guitarra	es	False	True	
lei	lei	ro	False	True	
dein	dein	de	True	True	
soll	soll	de	True	True	
shinin	shinin'	ja		True	
barrio	barrio	es	False	True	
sola	sola	es	False	True	
samba	samba	pt	False	True	
ikk	ikke	no	True	True	
jeder	jeder	de	True	True	
cristal	cristal	es	False	True	
tres	tres	es	False	True	
että	että	fi	True	True	
sufrir	sufrir	es	False	True	
c	c			True	
troppo	troppo	it	False	True	
alor	alors	fr	False	True	
razón	razón	es	False	True	
secreto	secreto	es	False	True	
¿qué	¿qué	es	False	True	
afar	afar	is		True	
olla	olla	fi	True	True	
rosa	rosa	it	False	True	
pensamiento	pensamiento	es	False	True	
sonrisa	sonrisa	es	False	True	
dum	dum	eo		True	
dun	d'un	fr	False	True	
pu	pu			True	
depui	depuis	fr	False	True	
pa	pa			True	
pe	pe			True	
pi	pieds	fr	False	True	
po	po'	ru	False	True	
pronto	pronto	es	False	True	
aprè	après	fr	False	True	
gar	gar	de	False	True	
demasiado	demasiado	es	False	True	
gal	gal	lt		True	
occhi	occhi	it	False	True	
vuol	vuole	it	False	True	
cantar	cantar	es	False	True	
tambien	tambien	es	False	True	
här	här	sv	True	True	
sombra	sombra	es	False	True	
ruido	ruido	es	False	True	
andar	andar	pt	False	True	
esperanza	esperanza	es	False	True	
von	von	de	True	True	
voi	vois	fr	False	True	
feliz	feliz	pt	False	True	
rio	rio	pt	False	True	
vor	vor	de	True	True	
ohhhh	ohhhh	tl		True	
voz	voz	es	False	True	
importa	importa	es	False	True	
basta	basta	it	False	True	
grand	grand	fr	False	True	
9	9			True	
caer	caer	es	False	True	
se	se			True	
haus	haus	de	False	True	
giorni	giorni	it	False	True	
mot	mots	fr	False	True	
giorno	giorno	it	False	True	
adentro	adentro	es	False	True	
haga	haga	es	False	True	
primavera	primavera	it	False	True	
adesso	adesso	it	False	True	
hago	hago	es	False	True	
f	f			True	
y	y			True	
mon	mon	fr	True	True	
coup	coup	fr	False	True	
tanto	tanto	es	True	True	
claro	claro	es	False	True	
nuestra	nuestra	es	True	True	
i’v	i’ve	tr	False	True	
nuestro	nuestro	es	True	True	
ciel	ciel	fr	False	True	
calor	calor	es	False	True	
arriba	arriba	es	False	True	
voll	voll	de	False	True	
hombr	hombre	es	False	True	
cum	cum	ro	True	True	
bin	bin	de	True	True	
wil	wil	nl	True	True	
maria	maria	pt	False	True	
amart	amarte	es	False	True	
bleibt	bleibt	de	False	True	
volver	volver	es	False	True	
bir	bir	tr	False	True	
vino	vino	es	False	True	
d	d			True	
een	een	nl	True	True	
donna	donna	it	False	True	
parar	parar	pt	False	True	
mía	mía	es	True	True	
mío	mío	es	True	True	
rien	rien	fr	False	True	
encuentro	encuentro	es	False	True	
schön	schön	de	False	True	
peu	peu	fr	False	True	
medo	medo	pt	False	True	
per	per	it	True	True	
pelo	pelo	pt	True	True	
sagen	sagen	de	False	True	
fuori	fuori	it	False	True	
vece	veces	es	False	True	
pela	pela	pt	True	True	
kai	kai	el		True	
be	be			True	
ba	ba			True	
rum	rum	sv	False	True	
rub	rub	ru	False	True	
bo	bo			True	
rue	rue	fr	False	True	
nuevo	nuevo	es	False	True	
bu	bu			True	
weil	weil	de	True	True	
hän	hän	fi	True	True	
santo	santo	pt	False	True	
by	by			True	
nueva	nueva	es	False	True	
mão	mão	pt	False	True	
bist	bist	de	True	True	
perd	perd	fr	False	True	
duda	duda	es	False	True	
dine	dine	da	False	True	
pudiera	pudiera	es	False	True	
sua	sua	pt	True	True	
pero	pero	es	True	True	
hermano	hermano	es	False	True	
alguém	alguém	pt	False	True	
tú	tú			True	
ao	ao			True	
allí	allí	es	False	True	
tô	tô			True	
pierdo	pierdo	es	False	True	
liegt	liegt	de	False	True	
feu	feu	fr	False	True	
parec	parece	es	False	True	
keinen	keinen	de	True	True	
mach	mach	ar	False	True	
qua	qua	vi		True	
poder	poder	es	False	True	
tá	tá			True	
aqu	aqu	es	False	True	
an	an			True	
carn	carne	es	False	True	
dulc	dulce	es	False	True	
doi	dois	pt	False	True	
tenert	tenerte	es	False	True	
ut	ut			True	
up	up			True	
us	us			True	
ur	ur			True	
um	um			True	
un	un			True	
uh	uh			True	
z	z			True	
ki	ki			True	
necesito	necesito	es	False	True	
v	v			True	
jétai	j'étais	fr	False	True	
kaikki	kaikki	fi	False	True	
cuento	cuento	es	False	True	
gris	gris	fr	False	True	
nah	nah	id	True	True	
nai	n'ai	fr	False	True	
são	são	pt	True	True	
nao	nao	pt	False	True	
cuenta	cuenta	es	False	True	
tard	tarde	es	False	True	
vou	vou	pt	False	True	
nas	nas	pt	True	True	
yang	yang	id	True	True	
recordar	recordar	es	False	True	
oon	oon	ar	False	True	
più	più	it	True	True	
ritmo	ritmo	es	False	True	
papa	papa	it	False	True	
est	est	fr	True	True	
cè	c'è	it	False	True	
año	años	es	False	True	
tua	tua	it	True	True	
problema	problema	es	False	True	
e	e			True	
sve	sve	bs		True	
gehen	gehen	de	False	True	
passé	passé	fr	False	True	
anda	anda	id	True	True	
ganz	ganz	de	False	True	
letzt	letzte	de	False	True	
quero	quero	pt	False	True	
ge	ge			True	
gana	ganas	es	False	True	
gang	gang	no	False	True	
ga	ga			True	
vuelto	vuelto	es	False	True	
go	go			True	
meinem	meinem	de	True	True	
senti	senti	pt	False	True	
gi	gi			True	
espera	espera	es	False	True	
coeur	coeur	fr	False	True	
llora	llora	es	False	True	
alto	alto	es	False	True	
zurück	zurück	de	False	True	
aprend	aprender	es	False	True	
sempr	sempre	it	False	True	
agua	agua	es	False	True	
yeux	yeux	fr	False	True	
magia	magia	es	False	True	
zeit	zeit	de	False	True	
mirar	mirar	es	False	True	
déjame	déjame	es	False	True	
iba	iba	sk		True	
zo	zo			True	
esté	estés	es	True	True	
está	está	es	True	True	
vela	vela	it	False	True	
zu	zu			True	
się	się	pl		True	
går	går	sv	False	True	
porqu	porque	es	True	True	
sonn	sonne	de	False	True	
cancion	canciones	es	False	True	
playa	playa	es	False	True	
chose	chose	fr	False	True	
warum	warum	de	False	True	
whoo	whoo	vi		True	
kannst	kannst	de	False	True	
sinn	sinn	is		True	
quell	qu'elle	fr	False	True	
les	les	fr	True	True	
mnie	mnie	pl		True	
sind	sind	de	True	True	
qued	quede	es	False	True	
até	até	pt	True	True	
dell	delle	it	True	True	
sangr	sangre	es	False	True	
chant	chant	fr	False	True	
gent	gente	es	False	True	
30	30			True	
sangu	sangue	pt	False	True	
fond	fond	fr	False	True	
veut	veut	fr	False	True	
meer	meer	nl	True	True	
wie	wie	de	True	True	
sinä	sinä	fi	True	True	
estamo	estamos	es	True	True	
volt	volte	it	False	True	
wit	wit	nl	False	True	
wir	wir	de	True	True	
zijn	zijn	nl	True	True	
voy	voy	es	False	True	
dejar	dejar	es	False	True	
olvid	olvides	es	False	True	
che	che	it	True	True	
usa	usa	it	False	True	
&	&			True	
chi	chi	vi		True	
gern	gern	de	False	True	
escond	esconde	es	False	True	
kuin	kuin	fi	True	True	
bailando	bailando	es	False	True	
caminho	caminho	pt	False	True	
memoria	memoria	es	False	True	
posso	posso	it	False	True	
vuelta	vuelta	es	False	True	
ok	ok			True	
sont	sont	fr	True	True	
heur	heures	fr	False	True	
palabra	palabras	es	False	True	
devant	devant	fr	False	True	
pour	pour	fr	True	True	
sabe	sabes	es	False	True	
qualquer	qualquer	pt	False	True	
od	od			True	
bent	bent	nl	False	True	
weet	weet	nl	False	True	
rode	rode	nl	False	True	
loco	loco	es	False	True	
bene	bene	it	False	True	
taa	taas	fi	False	True	
tal	tal	mt		True	
tan	tan	es	False	True	
cambio	cambio	es	False	True	
lejo	lejos	es	False	True	
querert	quererte	es	False	True	
alegría	alegría	es	False	True	
tras	tras	es	False	True	
río	río	es	False	True	
mujer	mujer	es	False	True	
sia	sia	it	True	True	
ander	anders	nl	False	True	
sig	sig	sv	True	True	
sie	sie	de	True	True	
tak	tak	cs		True	
sin	sin	es	True	True	
sim	sim	ht		True	
fare	fare	it	False	True	
klar	klar	da	False	True	
evri	ev'ry	hi		True	
tief	tief	de	False	True	
tanta	tanta	es	False	True	
isso	isso	pt	True	True	
mami	mami	zh-CN		True	
primera	primera	es	False	True	
entiendo	entiendo	es	False	True	
mainten	maintenant	fr	False	True	
lluvia	lluvia	es	False	True	
ainda	ainda	pt	False	True	
mieux	mieux	fr	False	True	
weh	weh	de	False	True	
standin	standin'	ku		True	
volta	volta	it	False	True	
siehst	siehst	de	False	True	
le	le			True	
till	till	sv	True	True	
lo	lo			True	
ll	ll			True	
fue	fue	es	True	True	
li	li			True	
mek	mek	ar	False	True	
muert	muerte	es	False	True	
når	når	no	True	True	
puerta	puerta	es	False	True	
llega	llega	es	False	True	
nadi	nadie	es	False	True	
dag	dag	sv	False	True	
dal	dal	it	True	True	
dan	dans	fr	True	True	
dah	dah	ms		True	
dat	dat	nl	True	True	
doch	doch	de	True	True	
autr	autre	fr	False	True	
dar	dar	ro	True	True	
gritar	gritar	es	False	True	
morir	morir	es	False	True	
kommt	kommt	de	False	True	
sil	s'il	fr	False	True	
modo	modo	it	False	True	
oui	oui	fr	False	True	
tot	tot	nl	True	True	
bueno	bueno	es	False	True	
vien	viene	it	False	True	
über	über	de	True	True	
cett	cette	fr	False	True	
buena	buena	es	False	True	
tien	tiene	es	True	True	
falta	falta	es	False	True	
sient	siente	es	True	True	
rey	rey	es	False	True	
tuyo	tuyo	es	True	True	
från	från	sv	True	True	
así	así	es	False	True	
werden	werden	de	True	True	
cest	c'est	fr	False	True	
mata	mata	id	False	True	
contigo	contigo	es	False	True	
cambia	cambia	es	False	True	
tempo	tempo	it	False	True	
où	où			True	
que	que	es	True	True	
x	x			True	
viejo	viejo	es	False	True	
camino	camino	es	False	True	
demai	demais	pt	False	True	
doy	doy	es	False	True	
frent	frente	es	False	True	
chaqu	chaque	fr	False	True	
jam	jam	id	False	True	
ihr	ihr	de	True	True	
seu	seu	pt	True	True	
dautr	d'autres	fr	False	True	
ihn	ihn	de	True	True	
vielä	vielä	fi	False	True	
ihm	ihm	de	True	True	
ses	ses	fr	True	True	
jamá	jamás	es	False	True	
los	los	es	True	True	
realidad	realidad	es	False	True	
mal	mal	de	False	True	
espejo	espejo	es	False	True	
perché	perché	it	True	True	
negra	negra	es	False	True	
einem	einem	de	True	True	
quando	quando	pt	True	True	
negro	negro	es	False	True	
nun	nun	de	True	True	
bei	bei	de	True	True	
ben	ben	zh-CN		True	
bem	bem	pt	False	True	
beg	beg	ku		True	
dai	dai	ja		True	
llevar	llevar	es	False	True	
padr	padre	es	False	True	
kissin	kissin'	fi	False	True	
pedir	pedir	es	False	True	
bare	bare	no	True	True	
perchè	perchè	it	False	True	
inna	inna	pl		True	
niña	niña	es	False	True	
acabar	acabar	pt	False	True	
sonho	sonho	pt	False	True	
voce	voce	it	False	True	
blir	blir	no	True	True	
faut	faut	fr	False	True	
sen	sen	fi	True	True	
madr	madre	es	False	True	
sem	sem	is		True	
q	q			True	
mij	mij	nl	True	True	
mim	mim	pt	False	True	
mil	mil	es	False	True	
mio	mio	it	True	True	
min	min	ku		True	
mia	mia	it	True	True	
respirar	respirar	es	False	True	
mic	mic	ro	False	True	
mie	mie	it	True	True	
mig	mig	sv	True	True	
einfach	einfach	de	False	True	
cuatro	cuatro	es	False	True	
aujourdhui	aujourd'hui	fr	False	True	
lindo	lindo	pt	False	True	
mis	mis	et		True	
mir	mir	de	True	True	
mit	mit	de	True	True	
vaya	vaya	es	False	True	
lugar	lugar	es	False	True	
mut	mut	fi	False	True	
muev	mueve	es	False	True	
nous	nous	fr	True	True	
outro	outro	pt	False	True	
stare	stare	ro	False	True	
están	están	es	True	True	
enää	enää	fi	False	True	
denk	denk	nl	False	True	
fiel	fiel	de	False	True	
denn	denn	de	True	True	
aquí	aquí	es	False	True	
juego	juego	es	False	True	
dijo	dijo	es	False	True	
weiter	weiter	de	True	True	
mich	mich	de	True	True	
dije	dije	es	False	True	
más	más	es	True	True	
passo	passo	pt	False	True	
niet	niet	nl	True	True	
passa	passa	pt	False	True	
junto	junto	es	False	True	
noit	noite	pt	False	True	
ha	ha			True	
noir	noir	fr	False	True	
histoir	histoire	fr	False	True	
jak	jak	pl		True	
tudo	tudo	pt	False	True	
pensar	pensar	es	False	True	
jag	jag	sv	True	True	
piano	piano	it	False	True	
vill	vill	sv	False	True	
ko	ko			True	
fora	fora	pt	True	True	
tierra	tierra	es	False	True	
ira	ira	es	False	True	
leben	leben	de	False	True	
sos	sos	es	False	True	
viel	viel	de	True	True	
cha	cha	sw		True	
h	h			True	
lala	lala	so		True	
partir	partir	fr	False	True	
sha	sha	zh-CN		True	
gran	gran	es	False	True	
rein	rein	de	False	True	
hei	hei	mi		True	
perdido	perdido	es	False	True	
solo	solo	it	False	True	
dalla	dalla	it	True	True	
joue	joue	fr	False	True	
jeden	jeden	de	True	True	
sehr	sehr	de	True	True	
pui	puis	fr	False	True	
despu	despues	es	False	True	
luz	luz	es	False	True	
favor	favor	es	False	True	
chemin	chemin	fr	False	True	
même	même	fr	True	True	
wollen	wollen	de	True	True	
jos	jos	fi	True	True	
adió	adiós	es	False	True	
jou	jou	af		True	
där	där	sv	True	True	
então	então	pt	False	True	
souvenir	souvenirs	fr	False	True	
qual	qual	pt	True	True	
ett	ett	sv	True	True	
despierto	despierto	es	False	True	
la	la			True	
ami	ami	hu	True	True	
vent	vent	fr	False	True	
ci	ci			True	
co	co			True	
ca	ca			True	
alla	alla	it	True	True	
bis	bis	de	True	True	
makin	makin'	id	False	True	
ce	ce			True	
oer	o'er	no	False	True	
cansado	cansado	es	False	True	
veux	veux	fr	False	True	
amigo	amigo	pt	False	True	
quis	quise	es	False	True	
entend	entender	pt	False	True	
hoe	hoes	nl	False	True	
très	très	fr	False	True	
gaze	gaze	ro	False	True	
tv	tv			True	
quil	qu'il	fr	False	True	
vom	vom	de	True	True	
meus	meus	pt	True	True	
señor	señor	es	False	True	
siamo	siamo	it	True	True	
lass	lass	de	False	True	
mundo	mundo	es	False	True	
ador	adore	fr	False	True	
questa	questa	it	True	True	
brauch	brauch	de	False	True	
heut	heute	de	False	True	
as	as			True	
ar	ar			True	
facil	facile	fr	False	True	
ku	ku			True	
déjà	déjà	fr	False	True	
va	va			True	
droit	droit	fr	False	True	
ve	ve			True	
locura	locura	es	False	True	
fondo	fondo	es	False	True	
vi	vi			True	
morgen	morgen	de	False	True	
lust	lust	de	False	True	
lune	lune	fr	False	True	
vu	vu			True	
raison	raison	fr	False	True	
mesmo	mesmo	pt	True	True	
halt	halt	de	False	True	
piu	piu'	it	False	True	
dentro	dentro	es	False	True	
nada	nada	es	True	True	
tiempo	tiempo	es	False	True	
siempr	siempre	es	False	True	
pein	peine	fr	False	True	
comprend	comprender	es	False	True	
tenga	tenga	es	True	True	
cétait	c'était	fr	False	True	
vuelva	vuelvas	es	False	True	
pourquoi	pourquoi	fr	False	True	
vuelvo	vuelvo	es	False	True	
gutter	gutter	no	False	True	
destino	destino	es	False	True	
i	i			True	
vet	vet	sv	False	True	
1	1			True	
welt	welt	de	False	True	
oft	oft	de	False	True	
senza	senza	it	False	True	
uno	uno	es	True	True	
ny	n'y	es	False	True	
penso	penso	it	False	True	
das	das	de	True	True	
yall	y'all	es	False	True	
momento	momento	es	False	True	
já	já			True	
perdu	perdu	fr	False	True	
papel	papel	es	False	True	
quiero	quiero	es	False	True	
weg	weg	de	True	True	
vida	vida	es	False	True	
quiera	quiera	es	False	True	
vide	vide	fr	False	True	
wer	wer	de	False	True	
halo	halo	ar	False	True	
ley	ley	es	False	True	
sich	sich	de	True	True	
piel	piel	es	False	True	
rêves	rêves	fr	False	True	
haut	haut	fr	False	True	
llena	llena	es	False	True	
historia	historia	es	False	True	
cruz	cruz	es	False	True	
ein	ein	de	True	True	
desd	desde	es	True	True	
paura	paura	it	False	True	
realis	realise	fr	False	True	
infierno	infierno	es	False	True	
chica	chica	es	False	True	
cantando	cantando	es	False	True	
taim	t'aime	fr	False	True	
pleur	pleure	fr	False	True	
mua	mua	vi		True	
matin	matin	fr	False	True	
recuerdo	recuerdo	es	False	True	
homm	homme	fr	False	True	
får	får	sv	False	True	
dizer	dizer	pt	False	True	
motivo	motivo	es	False	True	
vraiment	vraiment	fr	False	True	
ess	esse	pt	True	True	
bet	bet	lt		True	
zwei	zwei	de	False	True	
esa	esa	es	True	True	
leau	l'eau	fr	False	True	
eso	eso	es	True	True	
pued	puede	es	False	True	
peau	peau	fr	False	True	
puedo	puedo	es	False	True	
pueda	pueda	es	False	True	
slut	slut	sv	False	True	
despué	después	es	False	True	
llama	llama	es	False	True	
cuerpo	cuerpo	es	False	True	
mä	mä			True	
hier	hier	de	True	True	
toma	toma	es	False	True	
kann	kann	de	True	True	
luna	luna	ro	False	True	
tristeza	tristeza	es	False	True	
mere	mere	da	False	True	
wollt	wollte	de	True	True	
vai	vai	lv		True	
van	van	nl	True	True	
saben	saben	es	False	True	
personn	personne	fr	False	True	
esperando	esperando	es	False	True	
aan	aan	nl	True	True	
tun	tun	de	False	True	
también	también	es	True	True	
ed	ed			True	
var	var	sv	True	True	
vas	vas	sl		True	
quanto	quanto	it	True	True	
stai	stai	it	True	True	
mijn	mijn	nl	True	True	
tocar	tocar	es	False	True	
deja	deja	es	False	True	
llevo	llevo	es	False	True	
				True	
hi	hi			True	
ho	ho			True	
jai	j'ai	fr	False	True	
he	he			True	
cu	cu			True	
temp	temps	fr	False	True	
seit	seit	de	False	True	
j	j			True	
beau	beau	fr	False	True	
quizá	quizás	es	False	True	
sein	sein	de	True	True	
duro	duro	es	False	True	
cmon	c'mon	fr	False	True	
int	inte	sv	True	True	
gira	gira	es	False	True	
pie	pie	lv		True	
dura	dura	es	False	True	
cap	cap	ca		True	
mejor	mejor	es	False	True	
manchmal	manchmal	de	False	True	
alegria	alegria	pt	False	True	
coisa	coisa	pt	False	True	
lalala	lalala	id	False	True	
menschen	menschen	de	False	True	
seul	seul	fr	False	True	
40	40			True	
seus	seus	pt	True	True	
niemal	niemals	de	False	True	
fiesta	fiesta	es	False	True	
genau	genau	de	False	True	
grito	grito	es	False	True	
jung	junge	de	False	True	
guardo	guardo	it	False	True	
unser	unsere	de	True	True	
ese	ese	es	True	True	
–	–			True	
sólo	sólo	es	False	True	
4x	(4x)	ar	False	True	
pode	pode	pt	False	True	
aún	aún	es	False	True	
sarà	sarà	it	True	True	
vuoi	vuoi	it	False	True	
là	là			True	
lá	lá			True	
allein	allein	de	False	True	
at	at			True	
100	100	en	False	True	88.0
000	000	en	False	True	2154.0
under	under	en	True	True	
again	again	en	True	True	
here	here	en	True	True	
how	how	en	True	True	
after	after	en	True	True	
befor	before	en	True	True	
over	over	en	True	True	
becaus	because	en	True	True	
then	then	en	True	True	
them	them	en	True	True	
they	they	en	True	True	
each	each	en	True	True	
too	too	en	True	True	
the	the	en	True	True	
doe	does	en	True	True	
just	just	en	True	True	
wo	won't	en	True	True	
against	against	en	True	True	
been	been	en	True	True	
itself	itself	en	True	True	
had	had	en	True	True	
has	has	en	True	True	
for	for	en	True	True	
down	down	en	True	True	
was	was	en	True	True	
until	until	en	True	True	
when	when	en	True	True	
ourselv	ourselves	en	True	True	
such	such	en	True	True	
not	don't	en	True	True	
now	now	en	True	True	
nor	nor	en	True	True	
onc	once	en	True	True	
yourself	yourself	en	True	True	
that	that	en	True	True	
than	than	en	True	True	
were	were	en	True	True	
and	and	en	True	True	
ani	any	en	True	True	
onli	only	en	True	True	
where	where	en	True	True	
between	between	en	True	True	
those	those	en	True	True	
myself	myself	en	True	True	
these	these	en	True	True	
same	same	en	True	True	
your	your	en	True	True	
her	her	en	True	True	
there	there	en	True	True	
with	with	en	True	True	
you	you	en	True	True	
all	all	en	True	True	
veri	very	en	True	True	
further	further	en	True	True	
what	what	en	True	True	
themselv	themselves	en	True	True	
more	more	en	True	True	
our	our	en	True	True	
through	through	en	True	True	
did	did	en	True	True	
into	into	en	True	True	
his	his	en	True	True	
him	him	en	True	True	
are	are	en	True	True	
won	won	en	True	True	
both	both	en	True	True	
whom	whom	en	True	True	
while	while	en	True	True	
abov	above	en	True	True	
some	some	en	True	True	
most	most	en	True	True	
himself	himself	en	True	True	
can	can	en	True	True	
from	from	en	True	True	
few	few	en	True	True	
this	this	en	True	True	
their	their	en	True	True	
herself	herself	en	True	True	
have	have	en	True	True	
which	which	en	True	True	
who	who	en	True	True	
whi	why	en	True	True	
but	but	en	True	True	
should	should	en	True	True	
she	she	en	True	True	
will	will	en	True	True	
about	about	en	True	True	
off	off	en	True	True	
other	other	en	True	True	
own	own	en	True	True	
below	below	en	True	True	
dure	during	en	True	True	
out	out	en	True	True	
