stem,word_m,lang_GT_API,stopword,remove?,remove_class
rocknrol,rock'n'roll,en,False,False,
sexi,sexy,en,False,False,
warum,warum,de,False,True,non_en
whoo,whoo,vi,,True,non_en
punch,punch,en,False,False,
kannst,kannst,de,False,True,non_en
sinn,sinn,is,,True,non_en
swim,swim,en,False,False,
quell,qu'elle,fr,False,True,non_en
les,les,fr,True,True,non_en
let,let,en,False,False,
sink,sink,en,False,False,
mnie,mnie,pl,,True,non_en
sing,sing,en,False,False,
sind,sind,de,True,True,non_en
palac,palace,en,False,False,
fifteen,fifteen,en,False,False,
sinc,since,en,False,False,
qued,quede,es,False,True,non_en
great,great,en,False,False,
até,até,pt,True,True,non_en
northern,northern,en,False,False,
dell,delle,it,True,True,non_en
sangr,sangre,es,False,True,non_en
chant,chant,fr,False,True,non_en
gent,gente,es,False,True,non_en
30,30,,,True,numeric
vacat,vacation,en,False,False,
host,host,en,False,False,
chao,chaos,en,False,False,
sangu,sangue,pt,False,True,non_en
fond,fond,fr,False,True,non_en
cafe,cafe,en,False,False,
veut,veut,fr,False,True,non_en
earli,early,en,False,False,
opinion,opinion,en,False,False,
climb,climb,en,False,False,
meer,meer,nl,True,True,non_en
honor,honor,en,False,False,
chanc,chance,en,False,False,
control,control,en,False,False,
wie,wie,de,True,True,non_en
danger,danger,en,False,False,
shake,shake,en,False,False,
win,win,en,False,False,
sinä,sinä,fi,True,True,non_en
emot,emotions,en,False,False,
foundat,foundation,en,False,False,
estamo,estamos,es,True,True,non_en
volt,volte,it,False,True,non_en
wit,wit,nl,False,True,non_en
blah,blah,en,False,False,
wir,wir,de,True,True,non_en
motor,motor,en,False,False,
zijn,zijn,nl,True,True,non_en
voy,voy,es,False,True,non_en
cloud,clouds,en,False,False,
dejar,dejar,es,False,True,non_en
use,used,en,False,False,
olvid,olvides,es,False,True,non_en
from,from,en,True,True,nltk_sw
che,che,it,True,True,non_en
usa,usa,it,False,True,non_en
&,&,,,True,sign
chi,chi,vi,,True,non_en
doubl,double,en,False,False,
gern,gern,de,False,True,non_en
escond,esconde,es,False,True,non_en
flat,flat,en,False,False,
next,next,en,False,False,
dynamit,dynamite,en,False,False,
few,few,en,True,True,nltk_sw
doubt,doubt,en,False,False,
kuin,kuin,fi,True,True,non_en
toy,toy,en,False,False,
clutch,clutch,en,False,False,
sort,sort,en,False,False,
don´t,don´t,en,False,False,
dash,dash,en,False,False,
clever,clever,en,False,False,
babe,babe,en,False,False,
bailando,bailando,es,False,True,non_en
porch,porch,en,False,False,
babi,baby,en,False,False,
caminho,caminho,pt,False,True,non_en
memoria,memoria,es,False,True,non_en
fiend,fiend,en,False,False,
impress,impress,en,False,False,
stone,stone,en,False,False,
posso,posso,it,False,True,non_en
trail,trail,en,False,False,
train,train,en,False,False,
losin,losin',en,False,False,
vuelta,vuelta,es,False,True,non_en
ok,ok,en,,True,non_en
gambl,gamble,en,False,False,
harvest,harvest,en,False,False,
wretch,wretched,en,False,False,
women,women,en,False,False,
sont,sont,fr,True,True,non_en
heur,heures,fr,False,True,non_en
palabra,palabras,es,False,True,non_en
ace,ace,en,False,False,
devant,devant,fr,False,True,non_en
spi,spy,en,False,False,
this,this,en,True,True,nltk_sw
plan,plan,en,False,False,
ride,ride,en,False,False,
critic,critical,en,False,False,
pour,pour,fr,True,True,non_en
roar,roar,en,False,False,
unreal,unreal,en,False,False,
obvious,obvious,en,False,False,
thin,thin,en,False,False,
island,island,en,False,False,
shook,shook,en,False,False,
meet,meet,en,False,False,
coffin,coffin,en,False,False,
aliv,alive,en,False,False,
sabe,sabes,es,False,True,non_en
masquerad,masquerade,en,False,False,
qualquer,qualquer,pt,False,True,non_en
od,od,,,True,non_en
tap,tap,en,False,False,
bent,bent,nl,False,True,non_en
pawn,pawn,en,False,False,
plate,plate,en,False,False,
process,process,en,False,False,
lock,locked,en,False,False,
weet,weet,nl,False,True,non_en
rode,rode,nl,False,True,non_en
loco,loco,es,False,True,non_en
high,high,en,False,False,
vultur,vultures,en,False,False,
tag,tag,en,False,False,
bene,bene,it,False,True,non_en
taa,taas,fi,False,True,non_en
slip,slip,en,False,False,
tal,tal,mt,,True,non_en
tan,tan,es,False,True,non_en
martyr,martyr,en,False,False,
skirt,skirt,en,False,False,
crimin,criminal,en,False,False,
rape,rape,en,False,False,
cambio,cambio,es,False,True,non_en
lamb,lamb,en,False,False,
lejo,lejos,es,False,True,non_en
surfac,surface,en,False,False,
sip,sip,en,False,False,
querert,quererte,es,False,True,non_en
sit,sit,en,False,False,
vibe,vibe,en,False,False,
alegría,alegría,es,False,True,non_en
six,six,en,False,False,
tras,tras,es,False,True,non_en
río,río,es,False,True,non_en
mujer,mujer,es,False,True,non_en
sia,sia,it,True,True,non_en
ander,anders,nl,False,True,non_en
sig,sig,sv,True,True,non_en
forest,forest,en,False,False,
sie,sie,de,True,True,non_en
dissolv,dissolve,en,False,False,
instead,instead,en,False,False,
tak,tak,cs,,True,non_en
panic,panic,en,False,False,
sin,sin,es,True,True,non_en
sim,sim,ht,,True,non_en
stock,stock,en,False,False,
fare,fare,it,False,True,non_en
altar,altar,en,False,False,
klar,klar,da,False,True,non_en
inhal,inhale,en,False,False,
evri,ev'ry,hi,,True,non_en
sir,sir,en,False,False,
farm,farm,en,False,False,
stop,stop,en,False,False,
act,act,en,False,False,
tief,tief,de,False,True,non_en
paralyz,paralyzed,en,False,False,
canât,canât,en,False,False,
wrist,wrist,en,False,False,
attent,attention,en,False,False,
ceil,ceiling,en,False,False,
industri,industry,en,False,False,
physic,physical,en,False,False,
somethin,somethin',en,False,False,
assassin,assassin,en,False,False,
tanta,tanta,es,False,True,non_en
bind,bind,en,False,False,
isso,isso,pt,True,True,non_en
lame,lame,en,False,False,
robot,robot,en,False,False,
element,elements,en,False,False,
mami,mami,zh-CN,,True,non_en
primera,primera,es,False,True,non_en
entiendo,entiendo,es,False,True,non_en
mainten,maintenant,fr,False,True,non_en
allow,allow,en,False,False,
lluvia,lluvia,es,False,True,non_en
ainda,ainda,pt,False,True,non_en
batter,battered,en,False,False,
tunnel,tunnel,en,False,False,
steve,steve,en,False,False,
mieux,mieux,fr,False,True,non_en
weh,weh,de,False,True,non_en
standin,standin',ku,,True,non_en
thigh,thighs,en,False,False,
movi,movie,en,False,False,
move,move,en,False,False,
galaxi,galaxy,en,False,False,
desper,desperate,en,False,False,
pine,pine,en,False,False,
dial,dial,en,False,False,
volta,volta,it,False,True,non_en
hunter,hunter,en,False,False,
stride,stride,en,False,False,
bunch,bunch,en,False,False,
perfect,perfect,en,False,False,
siehst,siehst,de,False,True,non_en
le,le,,,True,non_en
outer,outer,en,False,False,
till,till,sv,True,True,non_en
chosen,chosen,en,False,False,
lo,lo,,,True,non_en
ll,ll,,,True,non_en
fue,fue,es,True,True,non_en
lamp,lamp,en,False,False,
li,li,,,True,non_en
mek,mek,ar,False,True,non_en
muert,muerte,es,False,True,non_en
når,når,no,True,True,non_en
puerta,puerta,es,False,True,non_en
llega,llega,es,False,True,non_en
decad,decade,en,False,False,
bye,bye,en,False,False,
filthi,filthy,en,False,False,
jukebox,jukebox,en,False,False,
dad,dad,en,False,False,
nadi,nadie,es,False,True,non_en
dag,dag,sv,False,True,non_en
crash,crash,en,False,False,
sword,sword,en,False,False,
dal,dal,it,True,True,non_en
dam,dam,en,False,False,
dan,dans,fr,True,True,non_en
spell,spell,en,False,False,
dah,dah,ms,,True,non_en
cover,cover,en,False,False,
flew,flew,en,False,False,
dat,dat,nl,True,True,non_en
mention,mention,en,False,False,
doch,doch,de,True,True,non_en
autr,autre,fr,False,True,non_en
snake,snake,en,False,False,
dar,dar,ro,True,True,non_en
gritar,gritar,es,False,True,non_en
front,front,en,False,False,
scatter,scattered,en,False,False,
surviv,survive,en,False,False,
cage,cage,en,False,False,
day,day,en,False,False,
strive,strive,en,False,False,
billi,billy,en,False,False,
somewher,somewhere,en,False,False,
thrill,thrill,en,False,False,
anyth,anything,en,False,False,
feast,feast,en,False,False,
morir,morir,es,False,True,non_en
poetri,poetry,en,False,False,
slide,slide,en,False,False,
polit,politics,en,False,False,
truth,truth,en,False,False,
shirt,shirt,en,False,False,
kommt,kommt,de,False,True,non_en
beneath,beneath,en,False,False,
sil,s'il,fr,False,True,non_en
modo,modo,it,False,True,non_en
skate,skate,en,False,False,
unwind,unwind,en,False,False,
oui,oui,fr,False,True,non_en
tot,tot,nl,True,True,non_en
bueno,bueno,es,False,True,non_en
knive,knives,en,False,False,
vien,viene,it,False,True,non_en
über,über,de,True,True,non_en
bump,bump,en,False,False,
cett,cette,fr,False,True,non_en
buena,buena,es,False,True,non_en
product,product,en,False,False,
consum,consume,en,False,False,
leavin,leavin',en,False,False,
static,static,en,False,False,
tien,tiene,es,True,True,non_en
bay,bay,en,False,False,
sexual,sexual,en,False,False,
wander,wander,en,False,False,
special,special,en,False,False,
falta,falta,es,False,True,non_en
sient,siente,es,True,True,non_en
rey,rey,es,False,True,non_en
attend,attend,en,False,False,
sentiment,sentimental,en,False,False,
bag,bag,en,False,False,
defend,defend,en,False,False,
tuyo,tuyo,es,True,True,non_en
från,från,sv,True,True,non_en
así,así,es,False,True,non_en
werden,werden,de,True,True,non_en
venom,venom,en,False,False,
mate,mate,en,False,False,
distract,distraction,en,False,False,
cest,c'est,fr,False,True,non_en
sever,severed,en,False,False,
mata,mata,id,False,True,non_en
pledg,pledge,en,False,False,
wick,wicked,en,False,False,
charli,charlie,en,False,False,
contigo,contigo,es,False,True,non_en
defens,defense,en,False,False,
red,red,en,False,False,
obsess,obsession,en,False,False,
afford,afford,en,False,False,
franc,france,en,False,False,
shut,shut,en,False,False,
await,awaits,en,False,False,
insid,inside,en,False,False,
southern,southern,en,False,False,
cambia,cambia,es,False,True,non_en
tempo,tempo,it,False,True,non_en
templ,temple,en,False,False,
où,où,,,True,non_en
que,que,es,True,True,non_en
york,york,en,False,False,
x,x,,,True,letter
viejo,viejo,es,False,True,non_en
anyhow,anyhow,en,False,False,
molli,molly,en,False,False,
bleed,bleed,en,False,False,
camino,camino,es,False,True,non_en
demai,demais,pt,False,True,non_en
etern,eternal,en,False,False,
river,river,en,False,False,
yard,yard,en,False,False,
deserv,deserve,en,False,False,
lone,lonely,en,False,False,
guarante,guaranteed,en,False,False,
enchant,enchanted,en,False,False,
could,could,en,False,False,
doy,doy,es,False,True,non_en
keep,keep,en,False,False,
scari,scary,en,False,False,
frent,frente,es,False,True,non_en
shred,shreds,en,False,False,
chaqu,chaque,fr,False,True,non_en
outsid,outside,en,False,False,
mortal,mortal,en,False,False,
jam,jam,id,False,True,non_en
scare,scared,en,False,False,
south,south,en,False,False,
mankind,mankind,en,False,False,
frozen,frozen,en,False,False,
blown,blown,en,False,False,
ihr,ihr,de,True,True,non_en
seu,seu,pt,True,True,non_en
sack,sack,en,False,False,
echo,echo,en,False,False,
date,date,en,False,False,
dautr,d'autres,fr,False,True,non_en
ihn,ihn,de,True,True,non_en
bitch,bitch,en,False,False,
vielä,vielä,fi,False,True,non_en
ihm,ihm,de,True,True,non_en
digniti,dignity,en,False,False,
ses,ses,fr,True,True,non_en
scent,scent,en,False,False,
jamá,jamás,es,False,True,non_en
fella,fellas,en,False,False,
booti,booty,en,False,False,
long,long,en,False,False,
glisten,glisten,en,False,False,
los,los,es,True,True,non_en
unknown,unknown,en,False,False,
habit,habit,en,False,False,
realidad,realidad,es,False,True,non_en
tribe,tribe,en,False,False,
messag,message,en,False,False,
mal,mal,de,False,True,non_en
their,their,en,True,True,nltk_sw
attack,attack,en,False,False,
definit,definitely,en,False,False,
ruin,ruin,en,False,False,
termin,terminal,en,False,False,
espejo,espejo,es,False,True,non_en
perché,perché,it,True,True,non_en
final,finally,en,False,False,
boil,boiling,en,False,False,
misunderstood,misunderstood,en,False,False,
negra,negra,es,False,True,non_en
shell,shell,en,False,False,
stomach,stomach,en,False,False,
gear,gear,en,False,False,
big,big,en,False,False,
jesus,jesus,en,False,False,
einem,einem,de,True,True,non_en
punish,punishment,en,False,False,
quando,quando,pt,True,True,non_en
shallow,shallow,en,False,False,
negro,negro,es,False,True,non_en
biggest,biggest,en,False,False,
maze,maze,en,False,False,
sex,sex,en,False,False,
herself,herself,en,True,True,nltk_sw
shorti,shorty,en,False,False,
blind,blind,en,False,False,
practic,practice,en,False,False,
steel,steel,en,False,False,
nun,nun,de,True,True,non_en
photograph,photograph,en,False,False,
bei,bei,de,True,True,non_en
ben,ben,zh-CN,,True,non_en
tangl,tangled,en,False,False,
bem,bem,pt,False,True,non_en
rendezv,rendezvous,en,False,False,
bother,bother,en,False,False,
beg,beg,ku,,True,non_en
bed,bed,en,False,False,
bee,bee,en,False,False,
claim,claim,en,False,False,
dai,dai,ja,,True,non_en
llevar,llevar,es,False,True,non_en
padr,padre,es,False,True,non_en
kissin,kissin',fi,False,True,non_en
becom,become,en,False,False,
lover,lover,en,False,False,
pedir,pedir,es,False,True,non_en
bare,bare,no,True,True,non_en
rate,rate,en,False,False,
penetr,penetrate,en,False,False,
steer,steer,en,False,False,
perchè,perchè,it,False,True,non_en
tango,tango,en,False,False,
inna,inna,pl,,True,non_en
clip,clip,en,False,False,
terribl,terrible,en,False,False,
journey,journey,en,False,False,
niña,niña,es,False,True,non_en
acabar,acabar,pt,False,True,non_en
sonho,sonho,pt,False,True,non_en
voce,voce,it,False,True,non_en
crucifi,crucified,en,False,False,
corrupt,corruption,en,False,False,
oughta,oughta,en,False,False,
blir,blir,no,True,True,non_en
faut,faut,fr,False,True,non_en
rollin,rollin',en,False,False,
have,have,en,True,True,nltk_sw
sen,sen,fi,True,True,non_en
throat,throat,en,False,False,
madr,madre,es,False,True,non_en
loos,loose,en,False,False,
yuh,yuh,en,False,False,
border,border,en,False,False,
sem,sem,is,,True,non_en
shes,shes,en,False,False,
q,q,,,True,letter
bastard,bastard,en,False,False,
mij,mij,nl,True,True,non_en
mim,mim,pt,False,True,non_en
mil,mil,es,False,True,non_en
mio,mio,it,True,True,non_en
min,min,ku,,True,non_en
mia,mia,it,True,True,non_en
respirar,respirar,es,False,True,non_en
mic,mic,ro,False,True,non_en
expos,exposed,en,False,False,
mie,mie,it,True,True,non_en
you’r,you’re,en,False,False,
mig,mig,sv,True,True,non_en
einfach,einfach,de,False,True,non_en
cuatro,cuatro,es,False,True,non_en
mix,mix,en,False,False,
unawar,unaware,en,False,False,
aujourdhui,aujourd'hui,fr,False,True,non_en
which,which,en,True,True,nltk_sw
lindo,lindo,pt,False,True,non_en
truck,truck,en,False,False,
mis,mis,et,,True,non_en
mir,mir,de,True,True,non_en
mit,mit,de,True,True,non_en
singl,single,en,False,False,
vaya,vaya,es,False,True,non_en
lugar,lugar,es,False,True,non_en
tonight,tonight,en,False,False,
unless,unless,en,False,False,
limb,limbs,en,False,False,
combat,combat,en,False,False,
mut,mut,fi,False,True,non_en
raindrop,raindrops,en,False,False,
muev,mueve,es,False,True,non_en
who,who,en,True,True,nltk_sw
salli,sally,en,False,False,
whi,why,en,True,True,nltk_sw
discov,discover,en,False,False,
presid,president,en,False,False,
hound,hound,en,False,False,
fragment,fragments,en,False,False,
hiphop,hip-hop,en,False,False,
satan,satan,en,False,False,
eight,eight,en,False,False,
but,but,en,True,True,nltk_sw
nous,nous,fr,True,True,non_en
tranc,trance,en,False,False,
class,class,en,False,False,
outro,outro,pt,False,True,non_en
landscap,landscape,en,False,False,
stare,stare,ro,False,True,non_en
prove,prove,en,False,False,
stereo,stereo,en,False,False,
urg,urge,en,False,False,
están,están,es,True,True,non_en
skinni,skinny,en,False,False,
gather,gather,en,False,False,
stronger,stronger,en,False,False,
sunris,sunrise,en,False,False,
enää,enää,fi,False,True,non_en
denk,denk,nl,False,True,non_en
deni,deny,en,False,False,
fiel,fiel,de,False,True,non_en
denn,denn,de,True,True,non_en
aquí,aquí,es,False,True,non_en
luci,lucy,en,False,False,
hardcor,hardcore,en,False,False,
coffe,coffee,en,False,False,
wow,wow,en,False,False,
fact,fact,en,False,False,
bell,bells,en,False,False,
affair,affair,en,False,False,
juego,juego,es,False,True,non_en
dijo,dijo,es,False,True,non_en
entertain,entertain,en,False,False,
frighten,frightened,en,False,False,
weiter,weiter,de,True,True,non_en
mich,mich,de,True,True,non_en
anyway,anyway,en,False,False,
dije,dije,es,False,True,non_en
brother,brother,en,False,False,
más,más,es,True,True,non_en
bring,bring,en,False,False,
passo,passo,pt,False,True,non_en
niet,niet,nl,True,True,non_en
empir,empire,en,False,False,
bedroom,bedroom,en,False,False,
slippin,slippin',en,False,False,
chicken,chicken,en,False,False,
darkest,darkest,en,False,False,
texa,texas,en,False,False,
passa,passa,pt,False,True,non_en
leg,legs,en,False,False,
duck,duck,en,False,False,
junto,junto,es,False,True,non_en
noit,noite,pt,False,True,non_en
ha,ha,,,True,non_en
noir,noir,fr,False,True,non_en
histoir,histoire,fr,False,True,non_en
tire,tired,en,False,False,
blowin,blowin',en,False,False,
illus,illusion,en,False,False,
winner,winner,en,False,False,
jar,jar,en,False,False,
forev,forever,en,False,False,
should,should,en,True,True,nltk_sw
brighter,brighter,en,False,False,
envi,envy,en,False,False,
regga,reggae,en,False,False,
suppos,supposed,en,False,False,
jak,jak,pl,,True,non_en
tudo,tudo,pt,False,True,non_en
pensar,pensar,es,False,True,non_en
fuel,fuel,en,False,False,
jag,jag,sv,True,True,non_en
piano,piano,it,False,True,non_en
local,local,en,False,False,
hope,hope,en,False,False,
meant,meant,en,False,False,
workin,workin',en,False,False,
satisfact,satisfaction,en,False,False,
vill,vill,sv,False,True,non_en
familiar,familiar,en,False,False,
dope,dope,en,False,False,
disagre,disagree,en,False,False,
ko,ko,,,True,non_en
fora,fora,pt,True,True,non_en
beam,beam,en,False,False,
bean,beans,en,False,False,
rumbl,rumble,en,False,False,
redeem,redeemed,en,False,False,
tierra,tierra,es,False,True,non_en
ira,ira,es,False,True,non_en
increas,increase,en,False,False,
leben,leben,de,False,True,non_en
sos,sos,es,False,True,non_en
lucki,lucky,en,False,False,
endless,endless,en,False,False,
gray,gray,en,False,False,
viel,viel,de,True,True,non_en
cha,cha,sw,,True,non_en
organ,organ,en,False,False,
h,h,,,True,letter
possibl,possible,en,False,False,
lala,lala,so,,True,non_en
state,state,en,False,False,
crow,crow,en,False,False,
partir,partir,fr,False,True,non_en
sha,sha,zh-CN,,True,non_en
stuff,stuff,en,False,False,
she,she,en,True,True,nltk_sw
gran,gran,es,False,True,non_en
contain,contain,en,False,False,
shi,shy,en,False,False,
rein,rein,de,False,True,non_en
watchin,watchin',en,False,False,
hei,hei,mi,,True,non_en
view,view,en,False,False,
toe,toes,en,False,False,
perdido,perdido,es,False,True,non_en
solo,solo,it,False,True,non_en
prais,praise,en,False,False,
bucket,bucket,en,False,False,
frame,frame,en,False,False,
pitch,pitch,en,False,False,
apolog,apologize,en,False,False,
dalla,dalla,it,True,True,non_en
disgust,disgust,en,False,False,
powder,powder,en,False,False,
stack,stack,en,False,False,
joue,joue,fr,False,True,non_en
jeden,jeden,de,True,True,non_en
closer,closer,en,False,False,
contempl,contemplate,en,False,False,
sehr,sehr,de,True,True,non_en
wire,wire,en,False,False,
closet,closet,en,False,False,
pui,puis,fr,False,True,non_en
despu,despues,es,False,True,non_en
nuclear,nuclear,en,False,False,
luz,luz,es,False,True,non_en
cruel,cruel,en,False,False,
tend,tend,en,False,False,
favor,favor,es,False,True,non_en
sublim,sublime,en,False,False,
proof,proof,en,False,False,
chemin,chemin,fr,False,True,non_en
destini,destiny,en,False,False,
spare,spare,en,False,False,
progress,progress,en,False,False,
neither,neither,en,False,False,
lip,lips,en,False,False,
même,même,fr,True,True,non_en
junki,junkie,en,False,False,
bought,bought,en,False,False,
wollen,wollen,de,True,True,non_en
pipe,pipe,en,False,False,
jos,jos,fi,True,True,non_en
adió,adiós,es,False,True,non_en
jou,jou,af,,True,non_en
merri,merry,en,False,False,
amen,amen,en,False,False,
joy,joy,en,False,False,
sorrow,sorrow,en,False,False,
notion,notion,en,False,False,
där,där,sv,True,True,non_en
então,então,pt,False,True,non_en
entir,entire,en,False,False,
joe,joe,en,False,False,
key,key,en,False,False,
disconnect,disconnected,en,False,False,
precious,precious,en,False,False,
souvenir,souvenirs,fr,False,True,non_en
swift,swift,en,False,False,
qual,qual,pt,True,True,non_en
david,david,en,False,False,
revers,reverse,en,False,False,
drum,drum,en,False,False,
ett,ett,sv,True,True,non_en
weav,weave,en,False,False,
joke,joke,en,False,False,
despierto,despierto,es,False,True,non_en
la,la,,,True,non_en
equal,equal,en,False,False,
drug,drugs,en,False,False,
display,display,en,False,False,
april,april,en,False,False,
doorway,doorway,en,False,False,
succeed,succeed,en,False,False,
grain,grain,en,False,False,
puls,pulse,en,False,False,
passag,passage,en,False,False,
ami,ami,hu,True,True,non_en
swallow,swallow,en,False,False,
darker,darker,en,False,False,
afraid,afraid,en,False,False,
glorious,glorious,en,False,False,
aye,aye,en,False,False,
comment,comment,en,False,False,
vent,vent,fr,False,True,non_en
ci,ci,,,True,non_en
jim,jim,en,False,False,
co,co,,,True,non_en
author,authority,en,False,False,
wall,wall,en,False,False,
ca,ca,,,True,non_en
alla,alla,it,True,True,non_en
bis,bis,de,True,True,non_en
makin,makin',id,False,True,non_en
ce,ce,,,True,non_en
walk,walk,en,False,False,
reborn,reborn,en,False,False,
solv,solve,en,False,False,
laugh,laugh,en,False,False,
cousin,cousin,en,False,False,
respect,respect,en,False,False,
oer,o'er,no,False,True,non_en
cansado,cansado,es,False,True,non_en
veux,veux,fr,False,True,non_en
amigo,amigo,pt,False,True,non_en
quit,quite,en,False,False,
revolut,revolution,en,False,False,
slowli,slowly,en,False,False,
tread,tread,en,False,False,
quis,quise,es,False,True,non_en
maid,maid,en,False,False,
entend,entender,pt,False,True,non_en
hoe,hoes,nl,False,True,non_en
cent,cent,en,False,False,
très,très,fr,False,True,non_en
willi,willie,en,False,False,
center,center,en,False,False,
gaze,gaze,ro,False,True,non_en
besid,beside,en,False,False,
treat,treat,en,False,False,
motherfuck,motherfucker,en,False,False,
tv,tv,en,,True,non_en
poet,poet,en,False,False,
quil,qu'il,fr,False,True,non_en
feather,feather,en,False,False,
kitchen,kitchen,en,False,False,
cheek,cheek,en,False,False,
mike,mike,en,False,False,
circus,circus,en,False,False,
nickel,nickel,en,False,False,
treasur,treasure,en,False,False,
vom,vom,de,True,True,non_en
presenc,presence,en,False,False,
face,face,en,False,False,
protect,protect,en,False,False,
meus,meus,pt,True,True,non_en
señor,señor,es,False,True,non_en
siamo,siamo,it,True,True,non_en
hmm,hmm,en,False,False,
lass,lass,de,False,True,non_en
mundo,mundo,es,False,True,non_en
bull,bull,en,False,False,
ador,adore,fr,False,True,non_en
general,general,en,False,False,
present,present,en,False,False,
questa,questa,it,True,True,non_en
brauch,brauch,de,False,True,non_en
holiday,holiday,en,False,False,
heut,heute,de,False,True,non_en
comput,computer,en,False,False,
plain,plain,en,False,False,
harder,harder,en,False,False,
as,as,en,,True,nltk_sw
will,will,en,True,True,nltk_sw
defin,define,en,False,False,
ar,ar,,,True,non_en
facil,facile,fr,False,True,non_en
decept,deception,en,False,False,
wild,wild,en,False,False,
ku,ku,,,True,non_en
scene,scene,en,False,False,
observ,observe,en,False,False,
déjà,déjà,fr,False,True,non_en
va,va,,,True,non_en
coz,coz,en,False,False,
droit,droit,fr,False,True,non_en
ve,ve,,,True,non_en
locura,locura,es,False,True,non_en
fondo,fondo,es,False,True,non_en
almost,almost,en,False,False,
vi,vi,,,True,non_en
blood,blood,en,False,False,
cultur,culture,en,False,False,
morgen,morgen,de,False,True,non_en
fruit,fruit,en,False,False,
lust,lust,de,False,True,non_en
girlfriend,girlfriend,en,False,False,
lune,lune,fr,False,True,non_en
motiv,motivation,en,False,False,
vu,vu,,,True,non_en
raison,raison,fr,False,True,non_en
thug,thug,en,False,False,
partner,partner,en,False,False,
clone,clone,en,False,False,
mesmo,mesmo,pt,True,True,non_en
whore,whore,en,False,False,
halt,halt,de,False,True,non_en
tattoo,tattoo,en,False,False,
uniti,unity,en,False,False,
denial,denial,en,False,False,
tas,t'as,en,False,False,
welcom,welcome,en,False,False,
parti,party,en,False,False,
began,began,en,False,False,
headlight,headlights,en,False,False,
satisfi,satisfied,en,False,False,
cross,cross,en,False,False,
piu,piu',it,False,True,non_en
handl,handle,en,False,False,
cope,cope,en,False,False,
dentro,dentro,es,False,True,non_en
auto,auto,en,False,False,
underground,underground,en,False,False,
easi,easy,en,False,False,
about,about,en,True,True,nltk_sw
cream,cream,en,False,False,
nada,nada,es,True,True,non_en
womb,womb,en,False,False,
tiempo,tiempo,es,False,True,non_en
ball,ball,en,False,False,
slave,slave,en,False,False,
siempr,siempre,es,False,True,non_en
dusk,dusk,en,False,False,
pein,peine,fr,False,True,non_en
comprend,comprender,es,False,True,non_en
tenga,tenga,es,True,True,non_en
drink,drink,en,False,False,
upon,upon,en,False,False,
effect,effect,en,False,False,
cétait,c'était,fr,False,True,non_en
romeo,romeo,en,False,False,
beast,beast,en,False,False,
vuelva,vuelvas,es,False,True,non_en
issu,issue,en,False,False,
collid,collide,en,False,False,
dust,dust,en,False,False,
cigarett,cigarette,en,False,False,
pourquoi,pourquoi,fr,False,True,non_en
nation,nation,en,False,False,
judgment,judgment,en,False,False,
killer,killer,en,False,False,
vuelvo,vuelvo,es,False,True,non_en
curv,curve,en,False,False,
gutter,gutter,no,False,True,non_en
off,off,en,True,True,nltk_sw
destino,destino,es,False,True,non_en
i,i,en,,True,nltk_sw
shotgun,shotgun,en,False,False,
colour,colour,en,False,False,
knowledg,knowledge,en,False,False,
well,well,en,False,False,
messiah,messiah,en,False,False,
thought,thought,en,False,False,
vet,vet,sv,False,True,non_en
1,1,,,True,numeric
welt,welt,de,False,True,non_en
oft,oft,de,False,True,non_en
choos,choose,en,False,False,
senza,senza,it,False,True,non_en
uno,uno,es,True,True,non_en
knight,knight,en,False,False,
latest,latest,en,False,False,
ny,n'y,es,False,True,non_en
distanc,distance,en,False,False,
kiss,kiss,en,False,False,
rocket,rocket,en,False,False,
less,less,en,False,False,
penso,penso,it,False,True,non_en
das,das,de,True,True,non_en
weekend,weekend,en,False,False,
yall,y'all,es,False,True,non_en
mistaken,mistaken,en,False,False,
gun,gun,en,False,False,
momento,momento,es,False,True,non_en
já,já,,,True,non_en
perdu,perdu,fr,False,True,non_en
tone,tone,en,False,False,
paul,paul,en,False,False,
glue,glue,en,False,False,
papel,papel,es,False,True,non_en
distress,distress,en,False,False,
web,web,en,False,False,
quiero,quiero,es,False,True,non_en
weg,weg,de,True,True,non_en
wee,wee,en,False,False,
devast,devastation,en,False,False,
fellow,fellow,en,False,False,
flee,flee,en,False,False,
vida,vida,es,False,True,non_en
drunk,drunk,en,False,False,
sky,sky,en,False,False,
quiera,quiera,es,False,True,non_en
vide,vide,fr,False,True,non_en
bullshit,bullshit,en,False,False,
drew,drew,en,False,False,
wer,wer,de,False,True,non_en
add,add,en,False,False,
other,other,en,True,True,nltk_sw
generat,generation,en,False,False,
halo,halo,ar,False,True,non_en
crack,crack,en,False,False,
ohhh,ohhh,en,False,False,
ley,ley,es,False,True,non_en
ought,ought,en,False,False,
match,match,en,False,False,
sich,sich,de,True,True,non_en
piel,piel,es,False,True,non_en
livin,livin',en,False,False,
fate,fate,en,False,False,
rêves,rêves,fr,False,True,non_en
admit,admit,en,False,False,
haut,haut,fr,False,True,non_en
piec,piece,en,False,False,
llena,llena,es,False,True,non_en
historia,historia,es,False,True,non_en
cruz,cruz,es,False,True,non_en
ein,ein,de,True,True,non_en
five,five,en,False,False,
know,know,en,False,False,
unseen,unseen,en,False,False,
desd,desde,es,True,True,non_en
paura,paura,it,False,True,non_en
realis,realise,fr,False,True,non_en
tick,tick,en,False,False,
infierno,infierno,es,False,True,non_en
